-245.080444	43.499832	-0.007244
-244.875048	43.043968	-0.007246
-244.674559	42.585924	-0.007248
-244.475067	42.127445	-0.007250
-244.276884	41.668399	-0.007252
-244.080211	41.208703	-0.007254
-243.887035	40.747528	-0.007256
-243.890513	40.746086	-0.007256
-243.702378	40.282831	-0.007259
-243.516394	39.818708	-0.007261
-243.334977	39.352781	-0.007263
-243.158435	38.884986	-0.007265
-242.983695	38.416514	-0.007267
-242.811485	37.947106	-0.007269
-242.642422	37.476555	-0.007272
-242.477029	37.004703	-0.007274
-242.315742	36.531430	-0.007276
-242.158929	36.056657	-0.007278
-242.006892	35.580333	-0.007280
-241.859877	35.102435	-0.007283
-241.718084	34.622961	-0.007285
-241.581673	34.141929	-0.007287
-241.450764	33.659371	-0.007289
-241.325447	33.175330	-0.007291
-241.205779	32.689861	-0.007294
-241.091787	32.203029	-0.007296
-240.983469	31.714903	-0.007298
-240.880789	31.225559	-0.007300
-240.783681	30.735080	-0.007302
-240.692048	30.243548	-0.007305
-240.605766	29.751049	-0.007307
-240.524683	29.257667	-0.007309
-240.448631	28.763485	-0.007311
-240.377432	28.268580	-0.007313
-240.310903	27.773026	-0.007316
-240.248871	27.276889	-0.007318
-240.191176	26.780229	-0.007320
-240.137682	26.283099	-0.007322
-240.088279	25.785546	-0.007324
-240.042888	25.287610	-0.007326
-240.001461	24.789329	-0.007328
-239.963979	24.290736	-0.007330
-239.930444	23.791862	-0.007333
-239.900879	23.292737	-0.007335
-239.875314	22.793391	-0.007337
-239.853786	22.293855	-0.007339
-239.836325	21.794159	-0.007341
-239.822953	21.294338	-0.007343
-239.813676	20.794424	-0.007345
-239.808482	20.294451	-0.007347
-239.807338	19.794453	-0.007349
-239.810191	19.294461	-0.007351
-239.816970	18.794507	-0.007354
-239.827587	18.294620	-0.007356
-239.841942	17.794826	-0.007358
-239.859930	17.295149	-0.007360
-239.881445	16.795612	-0.007362
-239.906386	16.296235	-0.007364
-239.934668	15.797035	-0.007366
-239.966224	15.298032	-0.007368
-240.001010	14.799244	-0.007370
-240.039015	14.300690	-0.007372
-240.080259	13.802394	-0.007374
-240.124793	13.304381	-0.007376
-240.172705	12.806682	-0.007379
-240.224109	12.309332	-0.007381
-240.279147	11.812370	-0.007383
-240.337978	11.315843	-0.007385
-240.400773	10.819802	-0.007387
-240.467709	10.324303	-0.007389
-240.538959	9.829405	-0.007391
-240.614689	9.335174	-0.007393
-240.695052	8.841674	-0.007395
-240.780188	8.348976	-0.007398
-240.870214	7.857147	-0.007400
-240.965229	7.366258	-0.007402
-241.065311	6.876377	-0.007404
-241.170519	6.387571	-0.007406
-241.280895	5.899906	-0.007408
-241.396475	5.413448	-0.007410
-241.517290	4.928264	-0.007412
-241.643376	4.444422	-0.007415
-241.774776	3.961997	-0.007417
-241.911545	3.481067	-0.007419
-242.053753	3.001716	-0.007421
-242.201475	2.524036	-0.007423
-242.354795	2.048123	-0.007425
-242.513797	1.574079	-0.007428
-242.678557	1.102005	-0.007430
-242.849137	0.632002	-0.007432
-243.025576	0.164167	-0.007434
-243.207891	-0.301409	-0.007436
-243.396064	-0.764649	-0.007437
-243.590048	-1.225485	-0.007439
-243.789765	-1.683866	-0.007441
-243.995107	-2.139755	-0.007442
-244.205940	-2.593130	-0.007444
-244.422115	-3.043984	-0.007445
-244.643465	-3.492319	-0.007447
-244.869822	-3.938146	-0.007448
-245.101017	-4.381485	-0.007449
-245.336889	-4.822353	-0.007450
-245.577286	-5.260769	-0.007451
-245.822071	-5.696751	-0.007452
-246.071122	-6.130311	-0.007453
-246.324329	-6.561456	-0.007453
-246.581592	-6.990193	-0.007454
-246.842819	-7.416527	-0.007455
-247.107915	-7.840466	-0.007456
-247.376784	-8.262021	-0.007456
-247.649321	-8.681216	-0.007457
-247.925406	-9.098082	-0.007457
-248.204910	-9.512663	-0.007458
-248.487692	-9.925015	-0.007459
-248.773602	-10.335204	-0.007459
-249.062492	-10.743301	-0.007460
-249.354219	-11.149374	-0.007460
-249.648655	-11.553487	-0.007461
-249.945700	-11.955686	-0.007461
-250.245282	-12.355999	-0.007462
-250.547370	-12.754425	-0.007463
-250.851972	-13.150931	-0.007463
-251.159138	-13.545456	-0.007464
-251.468955	-13.937901	-0.007464
-251.781545	-14.328141	-0.007465
-252.097054	-14.716025	-0.007465
-252.415647	-15.101381	-0.007466
-252.737495	-15.484021	-0.007467
-253.062772	-15.863751	-0.007467
-253.391643	-16.240372	-0.007468
-253.724262	-16.613688	-0.007468
-254.060763	-16.983508	-0.007469
-254.401261	-17.349652	-0.007469
-254.745848	-17.711950	-0.007470
-255.094590	-18.070251	-0.007471
-255.447530	-18.424416	-0.007471
-255.804688	-18.774327	-0.007472
-256.166061	-19.119884	-0.007472
-256.531623	-19.461006	-0.007473
-256.901331	-19.797631	-0.007473
-257.275123	-20.129715	-0.007474
-257.652923	-20.457231	-0.007475
-258.034644	-20.780170	-0.007475
-258.420189	-21.098533	-0.007476
-258.809456	-21.412334	-0.007476
-259.202337	-21.721599	-0.007477
-259.598724	-22.026356	-0.007477
-259.998510	-22.326641	-0.007478
-260.401589	-22.622492	-0.007479
-260.807859	-22.913944	-0.007479
-261.217224	-23.201034	-0.007480
-261.629593	-23.483792	-0.007480
-262.044882	-23.762242	-0.007481
-262.463016	-24.036403	-0.007481
-262.883922	-24.306289	-0.007482
-263.307533	-24.571907	-0.007482
-263.733784	-24.833270	-0.007482
-264.162607	-25.090390	-0.007483
-264.593928	-25.343297	-0.007483
-265.027668	-25.592033	-0.007483
-265.463734	-25.836668	-0.007484
-265.902023	-26.077298	-0.007484
-266.342419	-26.314051	-0.007484
-266.784792	-26.547088	-0.007485
-267.229003	-26.776601	-0.007485
-267.674905	-27.002811	-0.007485
-268.122347	-27.225962	-0.007486
-268.571173	-27.446313	-0.007486
-269.021232	-27.664137	-0.007487
-269.472375	-27.879706	-0.007487
-269.924462	-28.093288	-0.007488
-270.377361	-28.305142	-0.007489
-270.830952	-28.515511	-0.007489
-271.285126	-28.724619	-0.007490
-271.739787	-28.932667	-0.007491
-272.194849	-29.139835	-0.007492
-272.650240	-29.346278	-0.007493
-273.105899	-29.552129	-0.007494
-273.561775	-29.757501	-0.007496
-274.017824	-29.962487	-0.007497
-274.474012	-30.167162	-0.007498
-274.930313	-30.371588	-0.007500
-275.386703	-30.575814	-0.007501
-275.843165	-30.779879	-0.007502
-276.299686	-30.983811	-0.007504
-276.756256	-31.187634	-0.007505
-277.212866	-31.391367	-0.007507
-277.669511	-31.595022	-0.007508
-278.126186	-31.798609	-0.007510
-278.582888	-32.002138	-0.007511
-279.039613	-32.205613	-0.007513
-279.496359	-32.409041	-0.007514
-279.953125	-32.612424	-0.007516
-280.409910	-32.815766	-0.007517
-280.866711	-33.019070	-0.007519
-281.323528	-33.222338	-0.007520
-281.780361	-33.425572	-0.007522
-282.237208	-33.628774	-0.007523
-282.694068	-33.831945	-0.007525
